# user: test #
MOV,63534974295159,None,665,219
MOV,63534974296411,None,663,225
MOV,63534974296419,None,654,238
MOV,63534974296428,None,647,251
MOV,63534974296436,None,638,265
MOV,63534974296444,None,628,276
MOV,63534974296452,None,622,286
MOV,63534974296460,None,614,294
MOV,63534974296468,None,608,298
MOV,63534974296476,None,603,300
MOV,63534974296484,None,601,300
MOV,63534974296492,None,601,300
MOV,63534974296596,None,599,300
MOV,63534974296603,None,599,300
MOV,63534974296612,None,598,300
MOV,63534974296619,None,597,300
MOV,63534974296627,None,596,300
MOV,63534974296636,None,596,300
MOV,63534974296644,None,594,300
MOV,63534974296660,None,593,299
MOV,63534974296668,None,592,299
MOV,63534974296676,None,591,297
MOV,63534974296684,None,590,297
MOV,63534974296692,None,590,296
MOV,63534974296700,None,590,295
MOV,63534974296708,None,589,294
MOV,63534974296716,None,587,292
MOV,63534974296724,None,587,292
MOV,63534974296731,None,586,291
MOV,63534974296755,None,584,291
MOV,63534974296771,None,584,290
MOV,63534974296796,None,583,289
MOV,63534974296804,None,583,289
MOV,63534974296811,None,582,289
MOV,63534974296820,None,582,289
MOV,63534974296828,None,581,289
MOV,63534974296836,None,580,288
MOV,63534974296844,None,579,288
MOV,63534974296851,None,578,287
MOV,63534974296868,None,576,286
MOV,63534974296892,None,576,286
MD,63534974296916,Left,576,286
MU,63534974297020,Left,576,286
MOV,63534974297028,None,577,286
MOV,63534974297035,None,578,286
MOV,63534974297044,None,582,288
MOV,63534974297052,None,584,292
MOV,63534974297060,None,588,300
MOV,63534974297068,None,591,308
MOV,63534974297075,None,593,311
MOV,63534974297084,None,594,314
MOV,63534974297092,None,596,319
MOV,63534974297100,None,597,324
MOV,63534974297108,None,598,330
MOV,63534974297116,None,599,337
MOV,63534974297123,None,599,339
MOV,63534974297131,None,599,343
MOV,63534974297140,None,601,345
MOV,63534974297148,None,601,347
MOV,63534974297156,None,602,349
MOV,63534974297163,None,602,351
MOV,63534974297172,None,604,353
MOV,63534974297179,None,604,354
MOV,63534974297188,None,605,355
MOV,63534974297203,None,606,355
MOV,63534974297212,None,606,356
MOV,63534974297227,None,607,356
MOV,63534974297244,None,607,356
MOV,63534974297332,None,608,356
MOV,63534974297339,None,609,355
MOV,63534974297347,None,610,353
MOV,63534974297356,None,610,353
MOV,63534974297364,None,611,351
MOV,63534974297372,None,612,350
MOV,63534974297380,None,612,350
MOV,63534974297387,None,612,349
MOV,63534974297396,None,613,349
MOV,63534974297404,None,613,348
MOV,63534974297411,None,613,347
MOV,63534974297492,None,613,347
MOV,63534974297499,None,615,345
MOV,63534974297508,None,615,344
MOV,63534974297515,None,616,343
MOV,63534974297531,None,617,341
MOV,63534974297539,None,617,340
MOV,63534974297579,None,618,340
MOV,63534974297699,None,618,338
MOV,63534974297707,None,620,337
MOV,63534974297716,None,620,337
MOV,63534974297763,None,621,336
MD,63534974297780,Left,621,336
MU,63534974297859,Left,621,336
MOV,63534974297876,None,621,336
MOV,63534974297883,None,619,336
MOV,63534974297891,None,615,337
MOV,63534974297899,None,613,340
MOV,63534974297907,None,610,345
MOV,63534974297915,None,608,347
MOV,63534974297923,None,605,352
MOV,63534974297931,None,602,356
MOV,63534974297939,None,599,362
MOV,63534974297947,None,596,366
MOV,63534974297955,None,593,369
MOV,63534974297963,None,591,373
MOV,63534974297971,None,589,376
MOV,63534974297979,None,588,377
MOV,63534974297988,None,587,379
MOV,63534974297995,None,586,382
MOV,63534974298004,None,585,382
MOV,63534974298011,None,584,384
MOV,63534974298027,None,584,385
MOV,63534974298035,None,584,386
MOV,63534974298059,None,584,387
MOV,63534974298116,None,584,387
MOV,63534974298123,None,583,387
MOV,63534974298132,None,583,387
MOV,63534974298148,None,581,387
MOV,63534974298164,None,580,387
MOV,63534974298172,None,580,387
MOV,63534974298188,None,579,387
MOV,63534974298196,None,578,386
MOV,63534974298203,None,578,385
MOV,63534974298212,None,578,384
MOV,63534974298219,None,578,382
MOV,63534974298228,None,578,381
MOV,63534974298236,None,578,381
MOV,63534974298252,None,578,380
MD,63534974298324,Left,578,380
MU,63534974298404,Left,578,380
MOV,63534974298452,None,580,383
MOV,63534974298460,None,584,389
MOV,63534974298467,None,587,396
MOV,63534974298475,None,590,402
MOV,63534974298483,None,592,412
MOV,63534974298492,None,596,419
MOV,63534974298499,None,601,429
MOV,63534974298507,None,605,437
MOV,63534974298516,None,607,442
MOV,63534974298524,None,607,445
MOV,63534974298532,None,610,449
MOV,63534974298540,None,611,450
MOV,63534974298548,None,612,451
MOV,63534974298556,None,613,452
MOV,63534974298563,None,614,452
MOV,63534974298571,None,616,452
MOV,63534974298579,None,617,453
MOV,63534974298587,None,617,453
MOV,63534974298596,None,618,453
MOV,63534974298611,None,618,453
MOV,63534974298684,None,619,452
MOV,63534974298692,None,619,451
MOV,63534974298699,None,619,448
MOV,63534974298707,None,620,446
MOV,63534974298715,None,620,444
MOV,63534974298723,None,620,443
MOV,63534974298731,None,620,442
MOV,63534974298739,None,620,441
MOV,63534974298755,None,620,441
MOV,63534974298763,None,620,439
MOV,63534974298772,None,620,438
MOV,63534974298779,None,620,436
MOV,63534974298787,None,621,435
MOV,63534974298795,None,621,434
MOV,63534974298804,None,621,433
MOV,63534974298812,None,621,432
MOV,63534974298819,None,621,432
MOV,63534974298828,None,621,431
MOV,63534974298843,None,621,430
MOV,63534974298852,None,621,430
MOV,63534974298859,None,621,429
MOV,63534974298876,None,621,428
MD,63534974298916,Left,621,428
MU,63534974299004,Left,621,428
MOV,63534974299051,None,621,429
MOV,63534974299060,None,621,429
MOV,63534974299068,None,621,432
MOV,63534974299075,None,620,435
MOV,63534974299083,None,618,437
