# user: test #
SW,63548205357774,UserInterfaceCapturer (Running) - Microsoft Visual Studio
MOV,63548205358160,None,571,219
MOV,63548205358162,None,569,222
MOV,63548205358165,None,564,228
MOV,63548205358174,None,558,236
MOV,63548205358181,None,549,244
MOV,63548205358190,None,543,253
MOV,63548205358204,None,532,263
MOV,63548205358206,None,524,272
MOV,63548205358213,None,516,279
MOV,63548205358222,None,509,287
MOV,63548205358229,None,501,295
MOV,63548205358237,None,494,299
MOV,63548205358246,None,487,302
MOV,63548205358254,None,481,305
MOV,63548205358262,None,476,306
MOV,63548205358270,None,472,308
MOV,63548205358277,None,470,309
MOV,63548205358286,None,468,310
MOV,63548205358309,None,468,310
MOV,63548205358694,None,475,313
MOV,63548205358701,None,490,314
MOV,63548205358710,None,511,318
MOV,63548205358717,None,534,321
MOV,63548205358725,None,552,324
MOV,63548205358733,None,570,326
MOV,63548205358741,None,593,329
MOV,63548205358749,None,617,335
MOV,63548205358757,None,644,343
MOV,63548205358766,None,676,350
MOV,63548205358773,None,713,357
MOV,63548205358781,None,747,362
MOV,63548205358790,None,772,370
MOV,63548205358798,None,797,377
MOV,63548205358805,None,824,384
MOV,63548205358813,None,840,389
MOV,63548205358821,None,850,390
MOV,63548205358830,None,858,391
MOV,63548205358838,None,864,393
MOV,63548205358846,None,866,394
MOV,63548205358854,None,867,394
MOV,63548205358869,None,868,394
MOV,63548205360749,None,868,395
MOV,63548205360757,None,868,404
MOV,63548205360765,None,860,421
MOV,63548205360773,None,849,441
MOV,63548205360781,None,836,468
MOV,63548205360789,None,824,491
MOV,63548205360798,None,809,518
MOV,63548205360805,None,795,539
MOV,63548205360814,None,777,564
MOV,63548205360822,None,761,584
MOV,63548205360829,None,745,602
MOV,63548205360837,None,730,617
MOV,63548205360846,None,715,631
MOV,63548205360854,None,695,646
MOV,63548205360862,None,679,657
MOV,63548205360870,None,664,667
MOV,63548205360877,None,644,677
MOV,63548205360885,None,621,686
MOV,63548205360894,None,597,693
MOV,63548205360901,None,571,697
MOV,63548205360910,None,547,702
MOV,63548205360917,None,522,703
MOV,63548205360925,None,505,703
MOV,63548205360933,None,486,703
MOV,63548205360941,None,471,703
MOV,63548205360950,None,458,703
MOV,63548205360957,None,448,703
MOV,63548205360965,None,438,703
MOV,63548205360974,None,431,701
MOV,63548205360982,None,427,699
MOV,63548205360989,None,424,699
MOV,63548205360997,None,424,698
MOV,63548205361005,None,423,697
MOV,63548205361094,None,423,697
MOV,63548205361102,None,423,696
MOV,63548205361109,None,423,694
MOV,63548205361118,None,423,690
MOV,63548205361125,None,423,685
MOV,63548205361134,None,423,681
MOV,63548205361141,None,423,677
MOV,63548205361150,None,425,668
MOV,63548205361157,None,431,655
MOV,63548205361166,None,436,643
MOV,63548205361174,None,445,624
MOV,63548205361182,None,451,612
MOV,63548205361190,None,457,596
MOV,63548205361198,None,462,579
MOV,63548205361205,None,463,566
MOV,63548205361213,None,467,551
MOV,63548205361222,None,470,533
MOV,63548205361229,None,472,519
MOV,63548205361237,None,472,505
MOV,63548205361245,None,472,491
MOV,63548205361253,None,472,481
MOV,63548205361261,None,472,473
MOV,63548205361270,None,471,465
MOV,63548205361277,None,470,456
MOV,63548205361285,None,467,449
MOV,63548205361293,None,466,440
MOV,63548205361301,None,463,434
MOV,63548205361309,None,462,430
MOV,63548205361317,None,461,424
MOV,63548205361325,None,460,421
MOV,63548205361334,None,460,420
MOV,63548205361341,None,460,417
MOV,63548205361598,None,460,413
MOV,63548205361606,None,455,396
MOV,63548205361614,None,452,373
MOV,63548205361621,None,450,355
MOV,63548205361629,None,444,338
MOV,63548205361637,None,442,323
MOV,63548205361646,None,437,306
MOV,63548205361653,None,432,292
MOV,63548205361661,None,429,281
MOV,63548205361669,None,422,268
MOV,63548205361677,None,418,259
MOV,63548205361686,None,412,246
MOV,63548205361694,None,408,238
MOV,63548205361701,None,405,228
MOV,63548205361709,None,402,220
MOV,63548205361718,None,399,214
MOV,63548205361726,None,395,205
MOV,63548205361734,None,393,201
MOV,63548205361742,None,393,198
MOV,63548205361749,None,390,194
MOV,63548205361758,None,390,193
MOV,63548205361765,None,389,192
MOV,63548205361773,None,389,191
MOV,63548205361782,None,389,190
MOV,63548205361789,None,389,189
MOV,63548205361806,None,389,189
MOV,63548205361814,None,389,188
MOV,63548205361821,None,389,187
MOV,63548205361830,None,388,186
MOV,63548205361837,None,387,183
MOV,63548205361846,None,387,180
MOV,63548205361853,None,386,177
MOV,63548205361861,None,385,172
MOV,63548205361870,None,385,168
MOV,63548205361877,None,385,163
MOV,63548205361885,None,384,157
MOV,63548205361893,None,384,152
MOV,63548205361902,None,384,148
MOV,63548205361909,None,382,142
MOV,63548205361918,None,381,139
MOV,63548205361926,None,381,137
MOV,63548205361933,None,381,136
MOV,63548205361941,None,381,135
MOV,63548205361949,None,381,134
MD,63548205362247,Left,381,134
MU,63548205362319,Left,381,134
SW,63548205362322,Recive
MD,63548205362405,Left,381,134
MU,63548205362486,Left,381,134
SW,63548205362518,E:\Workspace\GitHub\StramingLab\Recive\LabStramingRecive.exe
MOV,63548205362742,None,383,141
MOV,63548205362749,None,399,157
MOV,63548205362758,None,416,169
MOV,63548205362765,None,438,185
MOV,63548205362773,None,454,196
MOV,63548205362781,None,471,209
MOV,63548205362789,None,487,220
MOV,63548205362798,None,501,230
MOV,63548205362806,None,511,238
MOV,63548205362814,None,523,246
MOV,63548205362822,None,534,252
MOV,63548205362829,None,543,260
MOV,63548205362837,None,551,265
MOV,63548205362845,None,558,270
MOV,63548205362853,None,567,275
MOV,63548205362861,None,571,278
MOV,63548205362869,None,574,282
MOV,63548205362877,None,576,284
MOV,63548205362885,None,577,286
MOV,63548205362893,None,579,290
MOV,63548205362901,None,579,291
MOV,63548205362909,None,580,293
MOV,63548205362917,None,581,296
MOV,63548205362925,None,582,301
MOV,63548205362934,None,583,303
MOV,63548205362941,None,583,306
MOV,63548205362949,None,583,310
MOV,63548205362957,None,583,312
MOV,63548205362965,None,583,315
MOV,63548205362973,None,583,317
MOV,63548205362981,None,583,320
MOV,63548205362989,None,583,323
MOV,63548205362997,None,583,326
MOV,63548205363005,None,583,327
MOV,63548205363013,None,583,329
MOV,63548205363021,None,583,331
MOV,63548205363029,None,583,333
MOV,63548205363037,None,582,333
MOV,63548205363045,None,582,334
MOV,63548205363053,None,582,335
MOV,63548205363070,None,582,337
MOV,63548205363533,None,582,337
MOV,63548205363541,None,578,345
MOV,63548205363549,None,572,352
MOV,63548205363557,None,563,361
MOV,63548205363565,None,554,370
MOV,63548205363573,None,546,378
MOV,63548205363581,None,540,385
MOV,63548205363589,None,535,391
MOV,63548205363597,None,528,396
MOV,63548205363606,None,522,400
MOV,63548205363613,None,517,404
MOV,63548205363621,None,511,406
MOV,63548205363629,None,507,408
MOV,63548205363637,None,502,410
MOV,63548205363645,None,498,413
MOV,63548205363653,None,492,415
MOV,63548205363661,None,483,418
MOV,63548205363669,None,478,419
MOV,63548205363677,None,469,422
MOV,63548205363685,None,464,422
MOV,63548205363693,None,460,423
MOV,63548205363701,None,454,423
MOV,63548205363709,None,449,423
MOV,63548205363717,None,445,423
MOV,63548205363725,None,442,423
MOV,63548205363733,None,440,423
MOV,63548205363741,None,439,423
MOV,63548205363749,None,438,423
MOV,63548205364062,None,438,423
MOV,63548205364070,None,441,420
MOV,63548205364078,None,450,418
MOV,63548205364086,None,459,417
MOV,63548205364094,None,469,414
MOV,63548205364101,None,480,409
MOV,63548205364110,None,492,407
MOV,63548205364118,None,503,403
MOV,63548205364126,None,516,400
MOV,63548205364134,None,525,397
MOV,63548205364142,None,534,396
MOV,63548205364150,None,543,395
MOV,63548205364158,None,551,393
MOV,63548205364166,None,560,392
MOV,63548205364174,None,564,391
MOV,63548205364182,None,570,391
MOV,63548205364190,None,575,391
MOV,63548205364198,None,582,391
MOV,63548205364206,None,587,391
MOV,63548205364214,None,591,391
MOV,63548205364222,None,594,391
MOV,63548205364230,None,596,391
MOV,63548205364238,None,596,391
MOV,63548205364309,None,597,391
MOV,63548205364318,None,598,391
MOV,63548205364325,None,599,391
MOV,63548205364789,None,598,391
MOV,63548205364797,None,590,393
MOV,63548205364805,None,580,393
MOV,63548205364813,None,574,394
MOV,63548205364821,None,564,396
MOV,63548205364829,None,559,396
MOV,63548205364837,None,550,396
MOV,63548205364845,None,546,396
MOV,63548205364853,None,540,396
MOV,63548205364861,None,535,397
MOV,63548205364869,None,532,397
MOV,63548205364877,None,529,397
MOV,63548205364885,None,527,397
MOV,63548205364893,None,525,397
MOV,63548205364901,None,524,397
MOV,63548205364909,None,522,397
MOV,63548205364917,None,521,397
MOV,63548205364941,None,521,397
MOV,63548205364997,None,518,397
MOV,63548205365005,None,514,397
MOV,63548205365013,None,510,398
MOV,63548205365021,None,506,398
MOV,63548205365029,None,503,399
MOV,63548205365037,None,502,399
MOV,63548205365045,None,500,400
MOV,63548205365053,None,499,400
MOV,63548205365061,None,498,400
MOV,63548205365069,None,496,400
MOV,63548205365077,None,495,400
MOV,63548205365093,None,495,400
KD,63548205365766,i2q/vU/AJC0=
KD,63548205365832,nXKa0sAIwT0=
SW,63548205365853,Task Switching
KU,63548205365889,i2q/vU/AJC0=
SW,63548205365895,Recive
KU,63548205365951,nXKa0sAIwT0=
KD,63548205366235,i2q/vU/AJC0=
KD,63548205366284,nXKa0sAIwT0=
SW,63548205366307,Task Switching
KU,63548205366333,i2q/vU/AJC0=
SW,63548205366343,E:\Workspace\GitHub\StramingLab\Recive\LabStramingRecive.exe
KU,63548205366395,nXKa0sAIwT0=
MOV,63548205367830,None,499,401
MOV,63548205367838,None,509,401
MOV,63548205367846,None,517,401
MOV,63548205367854,None,523,401
MOV,63548205367862,None,530,401
MOV,63548205367870,None,538,400
MOV,63548205367878,None,546,400
MOV,63548205367886,None,557,398
MOV,63548205367894,None,568,398
MOV,63548205367902,None,581,396
MOV,63548205367910,None,593,396
MOV,63548205367918,None,604,396
MOV,63548205367926,None,614,396
MOV,63548205367934,None,624,396
MOV,63548205367942,None,632,396
MOV,63548205367950,None,640,396
MOV,63548205367958,None,644,396
MOV,63548205367966,None,647,396
MOV,63548205367974,None,649,397
MOV,63548205367982,None,652,399
MOV,63548205367990,None,655,401
MOV,63548205367998,None,658,404
MOV,63548205368005,None,662,407
MOV,63548205368013,None,667,410
MOV,63548205368022,None,669,412
MOV,63548205368029,None,671,414
